Average of ad_price,mileage
2898000.00,113211
390000.00,113214
9999999.00,113224
5078000.00,113247
2490000.00,113265
8990000.00,113293
2149000.00,113300
1997000.00,113307
150000.00,113345
1999999.00,113350
599000.00,113393
1699000.00,113445
10799000.00,113448
2200000.00,113467
1906666.67,113500
1290000.00,113537
2390000.00,113560
1599000.00,113591
1649000.00,113600
99000.00,113628
3490000.00,113640
2550000.00,113681
1399000.00,113684
7500000.00,113700
8490000.00,113795
1290000.00,113800
2290000.00,113824
2859000.00,113845
549000.00,113847
2899900.00,113856
3245000.00,113869
2200000.00,113870
1998000.00,113916
1448000.00,113918
2090000.00,113932
2199999.00,113977
2932990.61,114000
1290000.00,114100
9490000.00,114124
550000.00,114140
2490000.00,114150
2995000.00,114200
2798000.00,114203
1469000.00,114237
1549000.00,114250
2990000.00,114260
100000.00,114275
2790000.00,114276
4190000.00,114337
4999999.00,114341
2950000.00,114353
499000.00,114363
2990000.00,114467
1599000.00,114485
4258000.00,114500
2790000.00,114505
3790000.00,114541
2590000.00,114542
1899000.00,114560
185000.00,114576
2000000.00,114598
2799000.00,114624
2099000.00,114700
1999000.00,114715
5240000.00,114733
1767500.00,114800
2490000.00,114832
2487000.00,114860
1450000.00,114872
7890000.00,114892
2199000.00,114917
1490000.00,114918
10490000.00,114926
528000.00,114945
3439500.00,114967
8799000.00,114992
3358510.42,115000
2497000.00,115054
1490000.00,115091
1249666.33,115100
2270000.00,115171
7800000.00,115200
1599000.00,115201
210000.00,115205
2199900.00,115219
120000.00,115227
2795000.00,115231
1990000.00,115241
2490000.00,115250
2590000.00,115254
2750000.00,115275
3044999.50,115300
199000.00,115306
2149000.00,115350
350000.00,115376
1390000.00,115395
2199000.00,115419
1090000.00,115428
2799000.00,115430
919000.00,115456
2847000.00,115472
5150000.00,115490
6990000.00,115500
2199000.00,115501
880000.00,115514
4190000.00,115520
720000.00,115591
2790000.00,115594
350000.00,115598
5394500.00,115600
2050000.00,115622
1288000.00,115640
1500000.00,115644
950000.00,115690
550000.00,115694
11590000.00,115747
1990000.00,115775
1785000.00,115800
950000.00,115802
4847000.00,115831
1599000.00,115835
2748000.00,115836
1949000.00,115866
1490000.00,115879
549000.00,115900
2199000.00,115905
190000.00,115950
7990000.00,115955
3494102.53,116000
199000.00,116080
2990000.00,116089
100000.00,116097
1490000.00,116100
1999000.00,116212
11450000.00,116240
2090000.00,116246
2990000.00,116257
7494500.00,116300
75000.00,116304
1184499.50,116320
1460000.00,116384
1690000.00,116400
399000.00,116409
3844833.33,116500
500000.00,116530
2499000.00,116560
5247000.00,116630
2850000.00,116633
1280000.00,116641
2490000.00,116656
5199000.00,116681
5099000.00,116726
10660000.00,116750
370000.00,116776
200000.00,116795
2990000.00,116800
1337000.00,116900
2200000.00,116950
1975000.00,116987
3171577.14,117000
1999000.00,117038
1280000.00,117098
5697499.50,117100
2000000.00,117165
106000.00,117183
2590000.00,117187
2424000.00,117200
719000.00,117208
1974000.00,117250
2199000.00,117252
3990000.00,117355
119000.00,117359
100000.00,117385
1460000.00,117400
2249000.00,117448
5078000.00,117451
390000.00,117460
2770000.00,117480
3019500.00,117500
2499999.00,117509
65000.00,117594
2594000.00,117600
1899000.00,117614
1450000.00,117618
719999.00,117656
2190000.00,117670
10990000.00,117689
1990000.00,117705
2550000.00,117729
1399999.00,117735
11300000.00,117765
8190000.00,117800
170000.00,117819
1444444.00,117856
2930000.00,117871
2086000.00,117877
2790000.00,117878
11500000.00,117900
5400000.00,117951
3031390.17,118000
2180000.00,118040
1590000.00,118041
1899000.00,118097
1690000.00,118100
799000.00,118108
1948999.50,118121
699000.00,118124
5350000.00,118146
100000.00,118154
949000.00,118162
1990000.00,118167
1590000.00,118176
2290000.00,118180
2190000.00,118195
8990000.00,118200
2180000.00,118209
1290000.00,118210
2499000.00,118230
189999.00,118234
2289000.00,118240
1999999.00,118247
6899999.00,118300
969000.00,118318
69000.00,118331
1899000.00,118336
1990000.00,118350
1549000.00,118400
3390000.00,118451
720000.00,118483
4107000.00,118500
2499000.00,118530
550000.00,118532
8299000.00,118591
1449000.00,118599
5199000.00,118600
1590000.00,118668
2180000.00,118686
1995000.00,118700
2499999.00,118710
2290000.00,118725
2899000.00,118753
4890000.00,118778
1599999.00,118780
1999000.00,118892
5997000.00,118921
2499000.00,118949
549000.00,118994
2877457.66,119000
1999000.00,119004
1999999.00,119008
2250000.00,119023
2990000.00,119046
1899000.00,119065
5190000.00,119167
2950000.00,119200
1190000.00,119230
1560000.00,119248
1990000.00,119300
1999999.00,119310
190000.00,119329
2575000.00,119409
1590000.00,119413
5290000.00,119418
1498000.00,119455
1235800.00,119500
2299000.00,119519
2050000.00,119540
4555555.00,119543
2899000.00,119580
960000.00,119595
2340000.00,119606
1550000.00,119608
8400000.00,119621
1550000.00,119677
2770000.00,119700
8499000.00,119715
2790000.00,119724
4999999.00,119725
8490000.00,119741
2499000.00,119780
4999000.00,119782
2799000.00,119785
2190000.00,119797
8989900.00,119800
2950000.00,119802
2499000.00,119809
1559000.00,119828
2960000.00,119831
7450000.00,119850
2850000.00,119870
9199000.00,119877
3990000.00,119887
1598000.00,119889
3228333.00,119900
200000.00,119903
2299000.00,119918
4999999.00,119981
5294500.00,119990
9600000.00,119999
2656569.19,120000
790000.00,120006
1599999.00,120025
1400000.00,120026
2299000.00,120046
2890000.00,120049
2790000.00,120111
389890.00,120114
7900000.00,120135
1290000.00,120150
2129000.00,120165
8489900.00,120172
2790000.00,120251
1576666.67,120300
1498000.00,120346
799999.00,120370
2590000.00,120396
719000.00,120400
1990000.00,120403
1990000.00,120480
3073000.00,120500
9490000.00,120520
699000.00,120526
599000.00,120542
549000.00,120567
1690000.00,120574
2098000.00,120583
185000.00,120600
2299000.00,120635
580000.00,120646
3000000.00,120661
2590000.00,120672
199000.00,120683
1549000.00,120694
2989000.00,120700
2499000.00,120720
2949000.00,120761
4995666.33,120800
1690000.00,120873
2090000.00,120881
170000.00,120900
5299000.00,120930
395000.00,120945
3126780.46,121000
8990000.00,121045
1899000.00,121050
180000.00,121056
2098000.00,121098
1990000.00,121100
2250000.00,121148
180000.00,121169
2550000.00,121190
1490000.00,121232
1549000.00,121300
4990000.00,121369
1150000.00,121381
1599900.00,121384
389999.00,121400
3950000.00,121417
170000.00,121427
2800000.00,121487
1396499.83,121500
2099000.00,121523
1479000.00,121524
7990000.00,121525
6990000.00,121544
2490000.00,121550
1250000.00,121573
1599000.00,121582
2200000.00,121583
9490000.00,121617
6490000.00,121650
1690000.00,121700
3722666.67,121800
2774999.50,121820
1569000.00,121840
8699000.00,121867
550000.00,121874
1999000.00,121909
999000.00,121960
3044390.22,122000
2000000.00,122020
2795000.00,122079
2599000.00,122090
2898000.00,122094
1460000.00,122100
2299000.00,122156
6899000.00,122212
8490000.00,122225
399000.00,122245
1595000.00,122250
7999999.00,122273
5784999.50,122300
2199999.00,122311
2890000.00,122341
3590000.00,122400
2190000.00,122412
2799000.00,122436
1560000.00,122450
2799000.00,122452
5188888.00,122453
1550000.00,122466
530000.00,122483
8299000.00,122487
2819180.00,122500
2590000.00,122514
980000.00,122549
399000.00,122561
1480000.00,122593
1440000.00,122600
5100000.00,122603
1490000.00,122635
6900000.00,122657
1499999.00,122662
4172500.00,122700
1990000.00,122745
1599000.00,122775
3364000.00,122800
3990000.00,122859
1949000.00,122895
390000.00,122966
1690000.00,122971
3534842.40,123000
975000.00,123020
1898989.00,123024
466000.00,123028
2250000.00,123033
2499000.00,123055
7799000.00,123082
2199000.00,123113
1799000.00,123120
3999999.00,123121
2499000.00,123127
1900000.00,123143
2250000.00,123145
2990000.00,123153
7374500.00,123200
1595000.00,123203
550000.00,123233
2580000.00,123262
7399000.00,123263
2600000.00,123290
1290000.00,123294
59000.00,123400
1689000.00,123417
5055000.00,123435
1130334.56,123456
1799000.00,123476
3053800.00,123500
950000.00,123575
1500000.00,123581
6990000.00,123584
5722000.00,123600
5249000.00,123647
209000.00,123655
2790000.00,123674
1999000.00,123699
6819500.00,123700
799999.00,123716
1599000.00,123727
2750000.00,123744
799000.00,123751
2990000.00,123770
3649599.80,123800
1699000.00,123814
1990000.00,123816
1999999.00,123824
1599000.00,123826
2199000.00,123865
4920000.00,123900
549000.00,123916
1295000.00,123933
1149000.00,123940
9000000.00,123960
120000.00,123987
2849000.00,123994
2499999.00,123995
2808037.68,124000
1299000.00,124002
172450.00,124021
2279000.00,124024
1280000.00,124110
1948000.00,124132
2500000.00,124156
1432500.00,124200
599000.00,124250
5229000.00,124254
1999000.00,124269
9100000.00,124271
2142500.00,124300
1999000.00,124329
2190000.00,124351
2199000.00,124360
2570000.00,124371
1980000.00,124382
1990000.00,124385
5150000.00,124435
3899000.00,124453
2599000.00,124456
6600000.00,124500
2799000.00,124530
4149000.00,124560
9990000.00,124567
5199000.00,124582
2000000.00,124587
2499000.00,124599
159000.00,124600
2004000.00,124700
4450000.00,124755
6863000.00,124800
1850000.00,124829
10777000.00,124833
1259000.00,124845
4990000.00,124847
5099000.00,124860
2099999.00,124875
1480000.00,124887
6799666.67,124900
589000.00,124906
8770000.00,124960
1450000.00,124980
1990000.00,124988
2467535.44,125000
1900000.00,125017
1999999.00,125022
950000.00,125025
1990000.00,125035
9990000.00,125040
2190000.00,125045
2390000.00,125086
1599000.00,125088
2899020.00,125095
1899000.00,125134
2950000.00,125153
1690000.00,125171
2149000.00,125180
970000.00,125199
980000.00,125210
1399000.00,125214
1250000.00,125235
1599000.00,125240
550000.00,125268
3365000.00,125300
2290000.00,125303
549000.00,125333
2150000.00,125336
2799000.00,125355
1899999.00,125361
1899000.00,125363
2040000.00,125400
2490000.00,125414
7990000.00,125490
4963333.00,125500
2750000.00,125513
2199000.00,125521
10995000.00,125567
8100000.00,125584
80000.00,125585
6906999.75,125600
590000.00,125639
2899000.00,125648
1496000.00,125679
1490000.00,125685
1899999.00,125692
949990.00,125700
2490000.00,125715
5299999.00,125751
545000.00,125759
5300000.00,125790
8900000.00,125800
1989000.00,125842
9980000.00,125881
5150000.00,125884
2647000.00,125891
2599000.00,125907
2190000.00,125975
1950000.00,125999
2013956.00,126000
1990000.00,126021
10496000.00,126049
1380000.00,126074
2090000.00,126100
999000.00,126110
5199000.00,126122
2000000.00,126142
2190000.00,126188
699999.00,126230
9121141.00,126251
589000.00,126288
1290000.00,126296
2490000.00,126300
4150000.00,126350
2099000.00,126401
195000.00,126421
2570000.00,126436
1480000.00,126485
1470000.00,126490
2429000.00,126500
1999000.00,126526
1290000.00,126570
2724224.75,126600
960000.00,126657
1590000.00,126678
699000.00,126698
2250000.00,126699
1798500.00,126700
8994999.50,126720
7999000.00,126779
399000.00,126798
1539999.50,126800
1580000.00,126803
7990000.00,126880
2990000.00,126908
2149000.00,126920
1455000.00,126952
1199000.00,126988
1099000.00,126995
3454211.25,127000
1444444.00,127041
2589000.00,127100
1698000.00,127122
765000.00,127126
2750000.00,127200
1450000.00,127227
8790000.00,127229
2590000.00,127235
1999000.00,127245
1900000.00,127275
1590000.00,127288
175000.00,127321
2590000.00,127358
2000000.00,127383
8290000.00,127390
1490000.00,127392
2149000.00,127400
12290000.00,127405
6099000.00,127419
1599000.00,127422
1489000.00,127427
4999000.00,127444
150000.00,127447
1988000.00,127449
949000.00,127450
2099999.00,127451
2750000.00,127457
2094000.00,127461
2949000.00,127486
5390000.00,127490
1572999.67,127500
1480000.00,127537
5749000.00,127600
3899000.00,127616
1950000.00,127620
3290000.00,127635
2099000.00,127643
5000000.00,127650
1998990.00,127680
3150000.00,127700
1550000.00,127702
2050000.00,127706
2199000.00,127710
2180000.00,127722
1549000.00,127743
139000.00,127750
2595000.00,127753
80000.00,127775
199000.00,127789
1066250.00,127800
9500000.00,127850
4990000.00,127890
2790000.00,127892
1988000.00,127894
12200000.00,127900
3190000.00,127916
3590000.00,127937
1589000.00,127942
3577625.60,128000
590000.00,128125
2290000.00,128152
395000.00,128169
2790000.00,128200
1599000.00,128252
1599999.00,128279
2490000.00,128308
2190000.00,128361
950000.00,128400
1580000.00,128411
550000.00,128424
7999000.00,128451
6073999.80,128500
1550000.00,128568
950000.00,128600
590000.00,128610
980000.00,128619
2490000.00,128620
6294500.00,128650
180000.00,128678
1399000.00,128690
3319500.00,128700
1990000.00,128721
11990000.00,128750
199000.00,128822
2150000.00,128878
259980.00,128890
2180000.00,128900
950000.00,128909
780000.00,128913
2590000.00,128939
2799000.00,128963
6590000.00,128973
2298000.00,128976
1690000.00,128978
1950000.00,128987
1599000.00,128990
2639000.00,128998
2899277.69,129000
2550000.00,129015
2490000.00,129036
1500000.00,129064
1999000.00,129103
3299000.00,129110
2499990.00,129130
5321300.00,129140
1999000.00,129144
4000000.00,129173
2099000.00,129174
2444500.00,129200
1150000.00,129204
2750000.00,129219
360000.00,129260
549000.00,129282
1999000.00,129300
1790000.00,129342
2222222.00,129370
2490000.00,129400
9990000.00,129419
1250000.00,129440
6544000.00,129500
199000.00,129550
2090000.00,129560
2977000.00,129565
1269000.00,129567
1640000.00,129600
2490000.00,129618
1599000.00,129640
2499000.00,129694
3063333.00,129700
2789000.00,129705
5300000.00,129711
2349000.00,129717
5299000.00,129731
10599000.00,129756
3999999.00,129768
1499000.00,129795
1680000.00,129800
2489000.00,129841
2495000.00,129850
2090000.00,129870
2499000.00,129881
2800000.00,129894
5290000.00,129896
3690000.00,129899
4199500.00,129900
720000.00,129950
2790000.00,129956
2790000.00,129968
1899000.00,129986
5250000.00,129996
2297666.53,130000
1999000.00,130073
1994000.00,130100
1290000.00,130101
987000.00,130118
1999000.00,130156
1280000.00,130171
2690000.00,130200
2099000.00,130300
2100000.00,130322
1950000.00,130350
1450000.00,130360
1250000.00,130374
1290000.00,130380
2000000.00,130420
380000.00,130477
1290000.00,130500
2190000.00,130520
4998000.00,130596
5299000.00,130612
2490000.00,130650
1999999.00,130687
529000.00,130695
3082663.33,130700
2222222.00,130702
2490000.00,130762
2899000.00,130766
150000.00,130770
165000.00,130795
2690000.00,130805
1290000.00,130807
2499000.00,130846
2039500.00,130850
799000.00,130853
1999000.00,130857
2190000.00,130870
1450000.00,130900
4999000.00,130920
200000.00,130933
1490000.00,130934
2599999.00,130995
2736567.46,131000
1280000.00,131017
2799000.00,131074
1849000.00,131100
2965000.00,131136
2999999.00,131150
2490000.00,131174
9490000.00,131186
2290000.00,131199
4366000.00,131200
1950000.00,131205
4999000.00,131230
10699000.00,131254
3199999.00,131281
1690000.00,131300
2799999.00,131320
1490000.00,131349
979000.00,131350
1899000.00,131353
890000.00,131372
2249000.00,131423
1379500.00,131459
9800000.00,131461
580000.00,131477
4917000.00,131500
1250000.00,131517
2500000.00,131521
599000.00,131533
130000.00,131546
2890000.00,131570
2849000.00,131586
2499000.00,131590
1490000.00,131600
599000.00,131629
1549000.00,131650
179000.00,131657
8399000.00,131678
950000.00,131693
4990000.00,131702
2559999.00,131704
100000.00,131738
1970000.00,131773
2249000.00,131776
1450000.00,131800
2280000.00,131810
2599999.00,131821
150000.00,131828
1999000.00,131836
2980000.00,131841
1290000.00,131859
1470000.00,131897
2090000.00,131916
2990000.00,131977
3365431.66,132000
2299000.00,132002
